asset,exchange,published_at,source,headline,text,url
RELIANCE,NSE,2026-07-17 15:30:00+00:00,gdelt:livehindustan.com,"22 % गिरा अंबानी की RIL का मुनाफा , रिटेल और टेलीकॉम कारोबार का ये रहा हाल",,https://www.livehindustan.com/business/mukesh-ambani-comoany-ril-net-profit-falls-22-percent-revenue-rises-detail-is-here-201784300504009.html
RELIANCE,NSE,2026-07-17 15:30:00+00:00,gdelt:orissapost.com,"Stock markets close flat amid geopolitical uncertainties , fluctuating oil prices",,https://www.orissapost.com/stock-markets-close-flat-amid-geopolitical-uncertainties-fluctuating-oil-prices/
RELIANCE,NSE,2026-07-17 15:30:00+00:00,gdelt:icelandreview.com,Commercial Whaling in Iceland | An Industry at a Crossroads,,https://www.icelandreview.com/in-focus/commercial-whaling-in-iceland-an-industry-at-a-crossroads/
RELIANCE,NSE,2026-07-17 15:30:00+00:00,gdelt:wri.org,STATEMENT : European Commission Sets 46 % Electrification Target Alongside Carbon Market Reform,,https://www.wri.org/news/statement-european-commission-sets-46-electrification-target-alongside-carbon-market-reform
RELIANCE,NSE,2026-07-17 15:45:00+00:00,gdelt:news.webindia123.com,"Reliance Industries Q1 revenue jumps 24 . 5 % to Rs 3 . 4 lakh crore , recurring PAT climbs 6 %",,https://news.webindia123.com/news/Articles/Business/20260717/4476018.html
RELIANCE,NSE,2026-07-17 16:00:00+00:00,gdelt:rttnews.com,Reliance Industries Q1 Profit Falls Despite Higher Revenue,,https://www.rttnews.com/3668127/reliance-industries-q1-profit-falls-despite-higher-revenue.aspx
RELIANCE,NSE,2026-07-17 16:00:00+00:00,gdelt:prokerala.com,"Reliance Industrie Q1 net profit drops 22 pc to Rs 20 , 946 crore",,https://www.prokerala.com/news/articles/a1789245.html
RELIANCE,NSE,2026-07-17 16:00:00+00:00,gdelt:dailynews.co.tz,Why artisans deserve a place in our development agenda amid a wider tax base,,https://dailynews.co.tz/why-artisans-deserve-a-place-in-our-development-agenda-amid-a-wider-tax-base/
RELIANCE,NSE,2026-07-17 16:00:00+00:00,gdelt:prokerala.com,Significant portion of Bangladesh future workforce being shaped through madrasas : Report,,https://www.prokerala.com/news/articles/a1789259.html
RELIANCE,NSE,2026-07-17 16:45:00+00:00,gdelt:livemint.com,"Jio Platforms profit rises 9 . 2 % to ₹7 , 764 crore in Q1FY27 , earnings grow 15 % YoY Check key takeaways here",,https://www.livemint.com/companies/company-results/jio-platforms-key-takeaways-q1fy27-profit-rises-9-2-pc-rs-7764-crore-earnings-grow-15-pc-yoy-public-listing-dhrp-ambani-11784300317014.html
RELIANCE,NSE,2026-07-17 16:45:00+00:00,gdelt:stockhouse.com,2026 - 07 - 17 | Emerita Announces CFO Transition | TSXV : EMO,,https://stockhouse.com/news/press-releases/2026/07/17/emerita-announces-cfo-transition
RELIANCE,NSE,2026-07-17 16:45:00+00:00,gdelt:moneycontrol.com,"Reliance Consumer tops Rs 8 , 600 crore in gross revenue in Q1 , takes beverage brands to Australia , Africa",,https://www.moneycontrol.com/news/business/earnings/reliance-consumer-tops-rs-8-600-crore-in-gross-revenue-in-q1-takes-beverage-brands-to-australia-africa-13977098.html
RELIANCE,NSE,2026-07-17 17:00:00+00:00,gdelt:bhaskar.com,"Reliance Industries Q1 Results | Revenue Hits Record High , Profit Declines",,https://www.bhaskar.com/g/business/news/reliance-industries-q1-results-revenue-profit-update-2026-138467399.html
RELIANCE,NSE,2026-07-17 17:15:00+00:00,gdelt:moneycontrol.com,Reliance Industries makes steady start to FY27 with strong operating performance across segments : 10 key highlights,,https://www.moneycontrol.com/news/business/earnings/reliance-industries-makes-steady-start-to-fy27-with-strong-operating-performance-across-segments-10-key-highlights-13977001.html
RELIANCE,NSE,2026-07-17 17:15:00+00:00,gdelt:newsday.co.zw,Proton Bakery invests US$20m to boost production - Newsday Zimbabwe,,https://www.newsday.co.zw/local-news/article/200058411/proton-bakery-invests-us20m-to-boost-production
RELIANCE,NSE,2026-07-17 17:15:00+00:00,gdelt:moneycontrol.com,"Reliance Retail sees stronger margins , cash generation from digital business in 2 years",,https://www.moneycontrol.com/news/business/earnings/reliance-retail-sees-stronger-margins-cash-generation-from-digital-business-in-2-years-13977071.html
RELIANCE,NSE,2026-07-17 17:30:00+00:00,gdelt:jewishpress.com,"Rice , Wheat , and the Tribes Who Stayed Behind",,https://jewishpress.com/rice-wheat-and-the-tribes-who-stayed-behind/
RELIANCE,NSE,2026-07-17 17:45:00+00:00,gdelt:montrealgazette.com,Emerita Announces CFO Transition,,https://montrealgazette.com/press-releases/globe-newswire/emerita-announces-cfo-transition/
RELIANCE,NSE,2026-07-17 18:00:00+00:00,gdelt:moneycontrol.com,RIL in talks with partners for more green ammonia supply deals after Samsung contract,,https://www.moneycontrol.com/news/business/earnings/ril-in-talks-with-partners-for-more-green-ammonia-supply-deals-after-samsung-contract-13977087.html
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:hindi.business-standard.com,"Reliance Industries Q1 Results : रेवेन्यू 25 % उछला , लेकिन मुनाफा 22 . 3 फीसदी घटकर ₹20 , 946 करोड़ पर - reliance q1 net profit falls 22 percent despite revenue surge",,https://hindi.business-standard.com/companies/reliance-q1-net-profit-falls-22-percent-despite-revenue-surge-id-537778/
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:hindi.business-standard.com,"Reliance Industries O2C Business : रिलायंस का धमाका : क्रूड के बढ़े दामों से O2C बिजनेस का रेवेन्यू 30 % उछला , ₹2 लाख करोड़ के पार - reliance o2c revenue surges 30 percent to lakh crores",,https://hindi.business-standard.com/companies/reliance-o2c-revenue-surges-30-percent-to-lakh-crores-id-537828/
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:manilatimes.net,Clariant rejects Dow Europe allegations against four companies related to the 2020 competition law infringement,,https://www.manilatimes.net/2026/07/18/tmt-newswire/globenewswire/clariant-rejects-dow-europes-allegations-against-four-companies-related-to-the-2020-competition-law-infringement/2386759
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:timminspress.com,From steel town to defence powerhouse : How Sault Ste . Marie could become Canada defence captial,,https://www.timminspress.com/feature/from-steel-town-to-defence-powerhouse-how-sault-ste-marie-could-become-canadas-defence-capital
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:hindi.webdunia.com,"Jio True5G का जलवा जारी , 28 . 5 करोड़ ग्राहकों के साथ 5G मार्केट में और मजबूत हुई पकड़",,https://hindi.webdunia.com/it-news/jio-true5g-users-28-5-crore-5g-data-growth-india-126071700072_1.html
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:hindi.business-standard.com,"Reliance Retail Q1 Results : नेट प्रॉफिट 14 % घटकर ₹2 , 805 करोड़ पर , लेकिन रेवेन्यू मोर्चे पर मजबूती बरकरार - reliance retail net profit drops 14 percent in q1",,https://hindi.business-standard.com/companies/reliance-retail-net-profit-drops-14-percent-in-q1-id-537830/
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:hindi.business-standard.com,"Stock Market Today : बाजार में बंपर उछाल : सेंसेक्स - निफ्टी में एक महीने की सबसे बड़ी बढ़त , निवेशकों की संपत्ति ₹37 , 000 करोड़ बढ़ी - indian stock market registers biggest single day surge in a month",,https://hindi.business-standard.com/markets/indian-stock-market-registers-biggest-single-day-surge-in-a-month-id-537809
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:hindi.business-standard.com,"Reliance Industries Q1 Results : मुनाफा 22 . 3 फीसदी घटकर ₹20 , 946 करोड़ पर , रेवेन्यू में 25 % का उछल - reliance q1 results profit down by 22 3 percent at rs 20946 crore",,https://hindi.business-standard.com/companies/reliance-q1-results-profit-down-by-22-3-percent-at-rs-20946-crore-id-537843/
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:hindi.business-standard.com,"Jio Platforms Q1 Results : मुनाफा 9 . 2 % उछलकर ₹7 , 764 करोड़ पर , ₹रेवेन्यू 45 , 960 करोड़ के पार - jio platforms q1 results profit 9 2 jumps to rs 7764 crore",,https://hindi.business-standard.com/companies/telecom/jio-platforms-q1-results-profit-9-2-jumps-to-rs-7764-crore-id-537782/
RELIANCE,NSE,2026-07-17 18:15:00+00:00,gdelt:divyamarathi.bhaskar.com,Reliance Industries Q1 Results : Revenue Up 25 % & Profit Down 22 %,,https://divyamarathi.bhaskar.com/business/news/reliance-industries-q1-financial-results-profit-revenue-update-138467527.html
RELIANCE,NSE,2026-07-17 18:45:00+00:00,gdelt:theindianawaaz.com,"Sensex Soars Nearly 1 , 000 Pts , Nifty Reclaims 24 , 300 as Earnings Lift IT , Financial Stocks Despite Global Tensions – The Indian Awaaz",,https://theindianawaaz.com/sensex-soars-nearly-1000-pts-nifty-reclaims-24300-as-earnings-lift-it-financial-stocks-despite-global-tensions/
RELIANCE,NSE,2026-07-17 19:15:00+00:00,gdelt:machinedesign.com,Q & A : The AI - Robotics Convergence : Global Perspectives for Machine Builders,,https://www.machinedesign.com/markets/robotics/article/55391589/qa-the-ai-robotics-convergence-global-perspectives-for-machine-builders
RELIANCE,NSE,2026-07-17 20:00:00+00:00,gdelt:livemint.com,Reliance Retail Q1 net profit down 14 %; FMCG revenue doubles,,https://www.livemint.com/companies/company-results/reliance-retail-q1-net-profit-down-14-1-to-2-805-crore-doubles-fmcg-revenue-11784301716330.html
RELIANCE,NSE,2026-07-17 20:15:00+00:00,gdelt:rediff.com,RIL beats estimates with record quarterly EBITDA - Rediff . com Business,,https://www.rediff.com/business/report/reliance-industries-q1-yoy-net-profit-dips-22-amid-asian-paints-stake-sale-impact/20260717.htm
RELIANCE,NSE,2026-07-17 20:15:00+00:00,gdelt:vaartha.com,Jio Quarter Results : ఒక కస్టమర్ నుంచి జియో ఎంత సంపాదిస్తుంది ..?,,https://vaartha.com/business/reliance-jio-quarter-results-profit-hikes-9-6/744218/
RELIANCE,NSE,2026-07-17 20:45:00+00:00,gdelt:moneylife.in,Hot and Cold Stocks of Mutual Funds in June 2026,,https://moneylife.in/article/hot-and-cold-stocks-of-mutual-funds-in-june-2026/81056.html
RELIANCE,NSE,2026-07-17 23:00:00+00:00,gdelt:indiagazette.com,"Reliance Retail Q1 revenue rises 7 . 4 % to Rs 90 , 408 crore",,http://www.indiagazette.com/news/279194524/reliance-retail-q1-revenue-rises-74-to-rs-90408-crore
RELIANCE,NSE,2026-07-18 02:45:00+00:00,gdelt:bhaskar.com,RBI Plastic Notes Pilot Project Launch | Reliance Q1 Profit Declines,,https://www.bhaskar.com/g/business/news/rbi-plastic-note-pilot-project-reliance-q1-profit-drop-news-138471544.html
RELIANCE,NSE,2026-07-18 03:00:00+00:00,gdelt:dainiktribuneonline.com,मोदी ने दी सौगात हरियाणा में दौड़ी देश की पहली हाइड्रोजन ट्रेन,,https://www.dainiktribuneonline.com/news/nation/modi-gave-the-gift-of-the-countrys-first-hydrogen-train-running-in-haryana/
RELIANCE,NSE,2026-07-18 03:15:00+00:00,gdelt:tarunbharat.com,"Strong rally in the stock market on the final day , Friday .",,https://www.tarunbharat.com/strong-rally-in-the-stock-market-on-the-final-day-friday/
RELIANCE,NSE,2026-07-18 03:45:00+00:00,gdelt:thehindubusinessline.com,"Reliance Industries Q1 FY27 : Oil - to - Chemicals EBITDA up 17 %; solar , battery plans progress",,https://www.thehindubusinessline.com/companies/reliance-industries-q1-fy27-oil-to-chemicals-ebitda-rises-17-solar-and-battery-manufacturing-plans-advance/article71235762.ece
RELIANCE,NSE,2026-07-18 04:15:00+00:00,gdelt:livemint.com,"Q1 results 2026 : HDFC Bank to ICICI Bank , Axis Bank among companies to declare Q1 earnings today ; full list here",,https://www.livemint.com/market/stock-market-news/q1-results-2026-hdfc-bank-to-icici-bank-axis-bank-among-companies-to-declare-q1-earnings-today-18-july-full-list-here-11784312775848.html
RELIANCE,NSE,2026-07-18 04:15:00+00:00,gdelt:livemint.com,"Axis Bank Q1 preview : Profit , NII to stay healthy ; NIM likely to shrink due to deposit repricing , competitive funding",,https://www.livemint.com/market/stock-market-news/axis-bank-q1-preview-profit-nii-to-stay-healthy-nim-likely-to-shrink-due-to-deposit-repricing-competitive-funding-11784288726370.html
RELIANCE,NSE,2026-07-18 04:30:00+00:00,gdelt:pakistantelegraph.com,Asia - Pacific Community : Pakistan - China pharmaceutical cooperation to accelerate CPEC 2 . 0,,http://www.pakistantelegraph.com/news/279194832/asia-pacific-community-pakistan-china-pharmaceutical-cooperation-to-accelerate-cpec-20
RELIANCE,NSE,2026-07-18 05:15:00+00:00,gdelt:news.tuoitre.vn,"Toyota , Honda , MG ramp up manufacturing in Vietnam",,https://news.tuoitre.vn/toyota-honda-and-mg-ramp-up-manufacturing-in-vietnam-103260717221607955.htm
RELIANCE,NSE,2026-07-18 06:00:00+00:00,gdelt:telecom.economictimes.indiatimes.com,"Jio Platforms Reports 9 . 2 % Profit Growth in Q1FY27 with Increased ARPU , ETTelecom",,https://telecom.economictimes.indiatimes.com/news/industry/jio-platforms-reports-92-profit-growth-in-q1fy27-with-increased-arpu/132472472
RELIANCE,NSE,2026-07-18 06:15:00+00:00,gdelt:economictimes.indiatimes.com,Reliance Ops Revenue Hits Milestone with 25 % Jump,,https://economictimes.indiatimes.com/epaper/delhicapital/2026/jul/18/satet-front/reliance-ops-revenue-hits-milestone-with-25-jump/articleshow/132469898.cms
RELIANCE,NSE,2026-07-18 08:30:00+00:00,gdelt:kar-online.com,بخش ۴ – جمهوری اسلامی ؛ مرحله‌ای تازه در فرایند دولت – ملتِ در حال شدن !,,https://kar-online.com/117382/
RELIANCE,NSE,2026-07-18 08:30:00+00:00,gdelt:manilatimes.net,Rizen Estimates Launches Exclusive Booked Estimate Appointment Service to Replace Shared Leads for Home Service Contractors,,https://www.manilatimes.net/2026/07/18/tmt-newswire/globenewswire/rizen-estimates-launches-exclusive-booked-estimate-appointment-service-to-replace-shared-leads-for-home-service-contractors/2386900
RELIANCE,NSE,2026-07-18 08:45:00+00:00,gdelt:deshbandhu.co.in,रिलायंस इंडस्ट्रीज की पहली तिमाही के रेवेन्यू में 25 प्रतिशत की बढ़ोतरी | Reliance Industrie first - quarter revenue rises by 25 percent .,,https://www.deshbandhu.co.in/business/reliance-industries-first-quarter-revenue-rises-by-25-percent-310703
RELIANCE,NSE,2026-07-18 08:45:00+00:00,gdelt:internationaltimes.it,Sick Political Charlatans Still Lending Support to a Cult of Fascism,,https://internationaltimes.it/sick-political-charlatans-still-lending-support-to-a-cult-of-fascism/
RELIANCE,NSE,2026-07-18 08:45:00+00:00,gdelt:deshbandhu.co.in,भारतीय शेयर बाजार शानदार बढ़त के साथ हरे निशान में बंद | Indian stock markets closed in the green with impressive gains .,,https://www.deshbandhu.co.in/business/indian-stock-markets-closed-in-the-green-with-impressive-gains-310674
RELIANCE,NSE,2026-07-18 09:45:00+00:00,gdelt:freepressjournal.in,"ICICI Bank Q1 FY27 Net Profit Climbs To ₹15 , 440 Crore , Up 4 . 6 % QoQ",,https://www.freepressjournal.in/business/icici-banks-q1-fy27-net-profit-climbs-to-15440-crore-up-46-qoq
RELIANCE,NSE,2026-07-18 10:00:00+00:00,gdelt:orissadiary.com,Op Sindoor demonstrated India world - class defence readiness sharpened by Govt  Nation First  &  Forces First  resolve : Raksha Mantri,,https://orissadiary.com/op-sindoor-demonstrated-indias-world-class-defence-readiness-sharpened-by-govts-nation-first-forces-first-resolve-raksha-mantri/
RELIANCE,NSE,2026-07-18 10:15:00+00:00,gdelt:arabnews.com,"Key reforms could unlock stronger GCC - CCA trade , IMF says",,https://www.arabnews.com/node/2651381/business-economy
RELIANCE,NSE,2026-07-18 10:15:00+00:00,gdelt:economictimes.indiatimes.com,"Zero tolerance against terrorism is not merely statement for India , but a Line of Action : Rajnath Singh",,https://economictimes.indiatimes.com/news/defence/zero-tolerance-against-terrorism-is-not-merely-statement-for-india-but-a-line-of-action-rajnath/articleshow/132477567.cms
RELIANCE,NSE,2026-07-18 10:15:00+00:00,gdelt:madhyamam.com,സാമ്പത്തിക വെല്ലുവിളികൾക്കിടയിലും കുതിച്ച് റിലയൻസ് ; വരുമാനത്തിൽ 24 . 5 % വളർച്ച | Reliance jumps ahead despite economic challenges ; 24 . 5 % growth in revenue,,https://www.madhyamam.com/business/biz-news/reliance-jumps-ahead-despite-economic-challenges-245-growth-in-revenue-1538287
RELIANCE,NSE,2026-07-18 10:30:00+00:00,gdelt:orissapost.com,India taking zero - tolerance approach to terrorism : Rajnath Singh,,https://www.orissapost.com/india-taking-zero-tolerance-approach-to-terrorism-rajnath-singh/
RELIANCE,NSE,2026-07-18 10:30:00+00:00,gdelt:adgully.com,RIL posts 11 % jump in Q1 net profit,,https://www.adgully.com/post/18179/ril-posts-11-jump-in-q1-net-profit
RELIANCE,NSE,2026-07-18 10:30:00+00:00,gdelt:prokerala.com,"Leaders hail successful launch of Vikram - 1 , say it reflects potential of India space economy",,https://www.prokerala.com/news/articles/a1789493.html
RELIANCE,NSE,2026-07-18 10:30:00+00:00,gdelt:adgully.com,"Reliance Retail Q1 revenue rises 8 . 2 % to ₹79 , 745 crore ; net profit drops 14 . 2 %",,https://www.adgully.com/post/18185/reliance-retail-q1-revenue-rises-82-to-inr79745-crore-net-profit-drops-142
RELIANCE,NSE,2026-07-18 11:00:00+00:00,gdelt:riotimesonline.com,US - Brazil tariff fight : Washington demands chemical sector opening,,https://www.riotimesonline.com/us-brazil-tariff-fight-chemical-sector-2026/
RELIANCE,NSE,2026-07-18 11:00:00+00:00,gdelt:rediff.com,"India Midwest Ltd partners with Indonesia for critical minerals , rare earth supply chain",,https://www.rediff.com/business/report/indias-midwest-ltd-partners-with-indonesia-for-critical-minerals-rare-earth-supply-chain/20260718.htm
RELIANCE,NSE,2026-07-18 11:00:00+00:00,gdelt:aajsamaaj.com,"RIL Q1 Result : RIL का मुनाफा 22 % घटा , रेवेन्यू 25 % बढ़कर 3 . 11 लाख करोड़ पहुंचा , टेलीकॉम बिजनेस टॉप पर",,https://www.aajsamaaj.com/business/rils-profit-fell-22-percent-revenue-rose-25-percent-to-reach-3-11-lakh-crore-telecom-business-led-the-way/526939/
RELIANCE,NSE,2026-07-18 11:00:00+00:00,gdelt:newkerala.com,Vikram - 1 Launch : India Private Space Milestone Hailed by Leaders,,https://www.newkerala.com/news/a/leaders-hail-successful-launch-vikram-1-say-it-reflects-647.htm
RELIANCE,NSE,2026-07-18 11:00:00+00:00,gdelt:newkerala.com,"Sensex , Nifty Gain 0 . 8 % Despite Geopolitical Risks",,https://www.newkerala.com/news/a/sensex-nifty-end-week-higher-despite-geopolitical-tensions-502.htm
RELIANCE,NSE,2026-07-18 11:15:00+00:00,gdelt:prokerala.com,"Sensex , Nifty end week higher despite geopolitical tensions",,https://www.prokerala.com/news/articles/a1789497.html
RELIANCE,NSE,2026-07-18 11:15:00+00:00,gdelt:indiaeducationdiary.in,Op Sindoor demonstrated India world - class defence readiness sharpened by Govt  Nation First  &  Forces First  resolve : Raksha Mantri - India Education | Latest Education News | Global Educational News,,https://indiaeducationdiary.in/op-sindoor-demonstrated-indias-world-class-defence-readiness-sharpened-by-govts-nation-first-forces-first-resolve-raksha-mantri/
RELIANCE,NSE,2026-07-18 11:30:00+00:00,gdelt:thehindu.com,"Zero tolerance against terrorism is not merely India statement , but a Line of Action : Rajnath Singh",,https://www.thehindu.com/news/national/zero-tolerance-against-terrorism-is-not-merely-indias-statement-but-a-line-of-action-rajnath-singh/article71237737.ece
RELIANCE,NSE,2026-07-18 12:45:00+00:00,gdelt:theweek.in,How Operation Sindoor validated India defence self - reliance drive ? Rajnath Singh explains,,https://www.theweek.in/news/defence/2026/07/18/how-operation-sindoor-validated-indias-defence-self-reliance-drive-rajnath-singh-explains.html
RELIANCE,NSE,2026-07-18 12:45:00+00:00,gdelt:manilatimes.net,Shinkin Gather InfoTech Inc . Development History and Future Plans,,https://www.manilatimes.net/2026/07/18/tmt-newswire/plentisoft/shinkin-gather-infotech-inc-development-history-and-future-plans/2386928
RELIANCE,NSE,2026-07-18 12:45:00+00:00,gdelt:cbc.ca,Woodsmen Museum in Boiestown tells tale of industry a community  lives and die by,,https://www.cbc.ca/news/canada/new-brunswick/central-new-brunswick-woodsmens-museum-2026-9.7250509
RELIANCE,NSE,2026-07-18 13:15:00+00:00,gdelt:vietnamnews.vn,Businesses put forward growth proposals at first meeting with new Government,,https://vietnamnews.vn/economy/1785719/businesses-put-forward-growth-proposals-at-first-meeting-with-new-government.html
RELIANCE,NSE,2026-07-18 13:30:00+00:00,gdelt:idrw.org,Op Sindoor Showed India World - Class Defence Readiness : Rajnath Singh,,https://idrw.org/op-sindoor-showed-indias-world-class-defence-readiness-rajnath-singh/
RELIANCE,NSE,2026-07-18 14:15:00+00:00,gdelt:fairobserver.com,Coordinated Currency Intervention and the Rebalancing of the Global Monetary System,,https://www.fairobserver.com/economics/coordinated-currency-intervention-and-the-rebalancing-of-the-global-monetary-system/
RELIANCE,NSE,2026-07-18 14:15:00+00:00,gdelt:newindianexpress.com,Will strike by entering their home : Rajnath Singh cites Operation Sindoor in warning to terrorists,,https://www.newindianexpress.com/india/2026/Jul/18/will-strike-by-entering-their-homes-rajnath-singh-cites-operation-sindoor-in-warning-to-terrorists
RELIANCE,NSE,2026-07-18 14:45:00+00:00,gdelt:manilatimes.net,LingoPlus Expands Nationwide : Certified Translation Services Now Available Across Germany,,https://www.manilatimes.net/2026/07/18/tmt-newswire/globenewswire/lingoplus-expands-nationwide-certified-translation-services-now-available-across-germany/2386970
RELIANCE,NSE,2026-07-18 16:30:00+00:00,gdelt:leadership.ng,"KGIRS Boss Urges Youths To Embrace Innovation , Entrepreneurship",,https://leadership.ng/kgirs-boss-urges-youths-to-embrace-innovation-entrepreneurship/
RELIANCE,NSE,2026-07-18 16:30:00+00:00,gdelt:en.ce.cn,"Pakistan , China ink 9 pharma MoUs worth over $440 million at Islamabad B2B conference -- China Economic Net",,http://en.ce.cn/main/latest/202607/t20260718_3094153.shtml
RELIANCE,NSE,2026-07-18 17:00:00+00:00,gdelt:aol.com,"Is your state one of the poorest in America ? See the top 25 , according to data .",,https://www.aol.com/articles/state-one-poorest-america-see-120104000.html
RELIANCE,NSE,2026-07-18 19:15:00+00:00,gdelt:timesofindia.indiatimes.com,CM bats for benefits for PwDs | Bhubaneswar News - The Times of India,,https://timesofindia.indiatimes.com/city/bhubaneswar/cm-bats-for-benefits-for-pwds/articleshow/132485575.cms
RELIANCE,NSE,2026-07-18 20:15:00+00:00,gdelt:stockhouse.com,2026 - 07 - 18 | Mandela Digital Opens Mandela Dollar Early Access Applications on Nelson Mandela Day | NDAQ : DVLT,,https://stockhouse.com/news/press-releases/2026/07/18/mandela-digital-opens-mandela-dollar-early-access-applications-on-nelson-mandela
RELIANCE,NSE,2026-07-18 21:00:00+00:00,gdelt:ghanamma.com,Buipe solar project to take off next month – Presidential Adviser – Ghanamma . com,,https://www.ghanamma.com/2026/07/18/buipe-solar-project-to-take-off-next-month-presidential-adviser/
RELIANCE,NSE,2026-07-18 22:00:00+00:00,gdelt:timesofindia.indiatimes.com,"At 68 %, Gujarat clocks highest growth in CSR spending in India",,https://timesofindia.indiatimes.com/city/vadodara/at-68-gujarat-clocks-highest-growth-in-csr-spending-in-india/articleshow/132486374.cms
RELIANCE,NSE,2026-07-18 22:45:00+00:00,gdelt:pakistantoday.com.pk,Pak – China Healthcare Conference to Drive $850m Investment,,https://www.pakistantoday.com.pk/2026/07/19/pak-china-healthcare-conference-to-generate-dollar850m-investment-transform-pharma-sector-kamal
RELIANCE,NSE,2026-07-19 01:00:00+00:00,gdelt:digitaljournal.com,Canada emerging science of resilient supply chains : A homegrown approach to managing uncertainty,,https://www.digitaljournal.com/article/canadas-emerging-science-of-resilient-supply-chains-a-homegrown-approach-to-managing-uncertainty/
RELIANCE,NSE,2026-07-19 03:45:00+00:00,gdelt:straitstimes.com,"If someone needs a million drones , we must be able to deliver : Weapons maker Saab CEO",,https://www.straitstimes.com/opinion/if-someone-needs-a-million-drones-we-must-be-able-to-deliver-weapons-maker-saabs-ceo
RELIANCE,NSE,2026-07-19 04:45:00+00:00,gdelt:livemint.com,"Q1 results FY27 to US - Iran war , FII flows : Top five triggers that may dictate the Indian stock market this week",,https://www.livemint.com/market/stock-market-news/q1-results-fy27-to-us-iran-war-fii-flows-top-five-triggers-that-may-dictate-the-indian-stock-market-this-week-11784426782119.html
RELIANCE,NSE,2026-07-19 04:45:00+00:00,gdelt:livemint.com,Buy or sell : Ganesh Dongre of Anand Rathi recommends 3 stocks to buy on Monday - 20 July 2026,,https://www.livemint.com/market/stock-market-news/buy-or-sell-ganesh-dongre-of-anand-rathi-recommends-3-stocks-to-buy-on-monday-20-july-2026-11784430255201.html
RELIANCE,NSE,2026-07-19 05:00:00+00:00,gdelt:fool.com,CrowdStrike vs . Snowflake : Which Technology Stock Is a Better Buy in 2026 ?,,https://www.fool.com/coverage/better-buy/2026/07/18/crowdstrike-vs-snowflake-which-technology-stock-is-a-better-buy-in-2026/?source=iedfolrf0000001
RELIANCE,NSE,2026-07-19 05:00:00+00:00,gdelt:economictimes.indiatimes.com,"Will Sensex , Nifty extend gains on Monday ? Q1 earnings , global tech selloff among 6 factors to steer D - St this week",,https://economictimes.indiatimes.com/markets/stocks/news/will-sensex-nifty-extend-gains-on-monday-q1-earnings-global-tech-selloff-among-6-factors-to-steer-d-st-this-week/articleshow/132489722.cms
RELIANCE,NSE,2026-07-19 05:15:00+00:00,gdelt:organiser.org,How E20 is powering India journey towards energy independence,,https://organiser.org/2026/07/19/370025/bharat/how-e20-vision-is-powering-indias-journey-towards-energy-independence/
RELIANCE,NSE,2026-07-19 07:15:00+00:00,gdelt:jagran.com,"HDFC , ICICI Reliance में आने वाली है बड़ी तेजी ? जेफरीज ने लार्जकैप पर जताया भरोसा ; ये फैक्टर्स होंगे महत्वपूर्ण - jefferies time for large cap stocks to rebound in india",,https://www.jagran.com/business/share-market-jefferies-time-for-large-cap-stocks-to-rebound-in-india-40311749.html
RELIANCE,NSE,2026-07-19 08:15:00+00:00,gdelt:freepressjournal.in,"Q1 Earnings Season Takes Centre Stage , West Asia Tensions And Crude Oil To Steer Market Direction This Week",,https://www.freepressjournal.in/business/q1-earnings-season-takes-centre-stage-west-asia-tensions-and-crude-oil-to-steer-market-direction-this-week
RELIANCE,NSE,2026-07-19 08:15:00+00:00,gdelt:thehindubusinessline.com,"Markets to track Q1 earnings , West Asia developments , crude oil this week",,https://www.thehindubusinessline.com/markets/markets-to-track-q1-earnings-west-asia-developments-crude-oil-this-week/article71240779.ece
RELIANCE,NSE,2026-07-19 08:15:00+00:00,gdelt:thehindubusinessline.com,Reliance - BP KG - D6 gas output falls 7 % in June quarter - The HinduBusinessLine,,https://www.thehindubusinessline.com/companies/reliance-bps-kg-d6-gas-output-falls-7-in-june-quarter/article71240685.ece
RELIANCE,NSE,2026-07-19 08:30:00+00:00,gdelt:tarunmitra.in,जनरल मनोज पांडे बोले - राष्ट्रीय सुरक्षा के लिए रक्षा तैयारियों को लगातार मजबूत करना जरूरी,,https://www.tarunmitra.in/state/west-bengal/general-manoj-pandey-said-it-is-necessary-to-continuously/article-153575
RELIANCE,NSE,2026-07-19 08:30:00+00:00,gdelt:livemint.com,Should you buy Reliance shares after strong Q1 results 2026 ?,,https://www.livemint.com/market/stock-market-news/should-you-buy-reliance-shares-after-strong-q1-results-2026-11784444729654.html
RELIANCE,NSE,2026-07-19 08:30:00+00:00,gdelt:livemint.com,Q1 results 2026 : Infosys to Eternal among companies to declare Q1 results next week ; check full list here,,https://www.livemint.com/market/stock-market-news/q1-results-2026-infosys-to-eternal-among-companies-to-declare-q1-results-next-week-check-full-list-here-11784439990844.html
